wave,date,country_code,context,issue,pct
EB103.3,2025-03-01,AL,pers,environment,2
EB104.1,2025-10-01,AL,pers,environment,2
EB105.2,2026-03-01,AL,pers,environment,4
EB101.3,2024-04-01,AT,pers,environment,12
EB102.2,2024-10-01,AT,pers,environment,9
EB103.3,2025-03-01,AT,pers,environment,9
EB104.1,2025-10-01,AT,pers,environment,7.000000000000001
EB105.2,2026-03-01,AT,pers,environment,7.000000000000001
EB101.3,2024-04-01,BA,pers,environment,3
EB102.2,2024-10-01,BA,pers,environment,5
EB103.3,2025-03-01,BA,pers,environment,6
EB104.1,2025-10-01,BA,pers,environment,6
EB105.2,2026-03-01,BA,pers,environment,8
EB101.3,2024-04-01,BE,pers,environment,14.000000000000002
EB102.2,2024-10-01,BE,pers,environment,12
EB103.3,2025-03-01,BE,pers,environment,12
EB104.1,2025-10-01,BE,pers,environment,9
EB105.2,2026-03-01,BE,pers,environment,7.000000000000001
EB101.3,2024-04-01,BG,pers,environment,5
EB102.2,2024-10-01,BG,pers,environment,4
EB103.3,2025-03-01,BG,pers,environment,6
EB104.1,2025-10-01,BG,pers,environment,8
EB105.2,2026-03-01,BG,pers,environment,5
EB101.3,2024-04-01,CY,pers,environment,4
EB102.2,2024-10-01,CY,pers,environment,5
EB103.3,2025-03-01,CY,pers,environment,6
EB104.1,2025-10-01,CY,pers,environment,5
EB105.2,2026-03-01,CY,pers,environment,3
EB101.3,2024-04-01,CY(TCC),pers,environment,2
EB102.2,2024-10-01,CY(TCC),pers,environment,5
EB103.3,2025-03-01,CY_TCC,pers,environment,7.000000000000001
EB104.1,2025-10-01,CY_TCC,pers,environment,1
EB105.2,2026-03-01,CY_TCC,pers,environment,6
EB101.3,2024-04-01,CZ,pers,environment,8
EB102.2,2024-10-01,CZ,pers,environment,4
EB103.3,2025-03-01,CZ,pers,environment,5
EB104.1,2025-10-01,CZ,pers,environment,5
EB105.2,2026-03-01,CZ,pers,environment,4
EB101.3,2024-04-01,D-E,pers,environment,8
EB102.2,2024-10-01,D-E,pers,environment,7.000000000000001
EB101.3,2024-04-01,D-W,pers,environment,15
EB102.2,2024-10-01,D-W,pers,environment,12
EB101.3,2024-04-01,DE,pers,environment,14.000000000000002
EB102.2,2024-10-01,DE,pers,environment,11
EB103.3,2025-03-01,DE,pers,environment,12
EB104.1,2025-10-01,DE,pers,environment,10
EB105.2,2026-03-01,DE,pers,environment,10
EB101.3,2024-04-01,DK,pers,environment,24
EB102.2,2024-10-01,DK,pers,environment,25
EB103.3,2025-03-01,DK,pers,environment,20
EB104.1,2025-10-01,DK,pers,environment,18
EB105.2,2026-03-01,DK,pers,environment,23
EB101.3,2024-04-01,EE,pers,environment,3
EB102.2,2024-10-01,EE,pers,environment,2
EB103.3,2025-03-01,EE,pers,environment,2
EB104.1,2025-10-01,EE,pers,environment,3
EB105.2,2026-03-01,EE,pers,environment,3
EB101.3,2024-04-01,EL,pers,environment,5
EB102.2,2024-10-01,EL,pers,environment,5
EB103.3,2025-03-01,EL,pers,environment,6
EB104.1,2025-10-01,EL,pers,environment,5
EB105.2,2026-03-01,EL,pers,environment,6
EB101.3,2024-04-01,ES,pers,environment,6
EB102.2,2024-10-01,ES,pers,environment,4
EB103.3,2025-03-01,ES,pers,environment,5
EB104.1,2025-10-01,ES,pers,environment,5
EB105.2,2026-03-01,ES,pers,environment,4
EB101.3,2024-04-01,EU,pers,environment,12
EB102.2,2024-10-01,EU,pers,environment,10
EB103.3,2025-03-01,EU,pers,environment,10
EB104.1,2025-10-01,EU,pers,environment,9
EB105.2,2026-03-01,EU,pers,environment,9
EB101.3,2024-04-01,FI,pers,environment,16
EB102.2,2024-10-01,FI,pers,environment,18
EB103.3,2025-03-01,FI,pers,environment,13
EB104.1,2025-10-01,FI,pers,environment,12
EB105.2,2026-03-01,FI,pers,environment,14.000000000000002
EB101.3,2024-04-01,FR,pers,environment,11
EB102.2,2024-10-01,FR,pers,environment,11
EB103.3,2025-03-01,FR,pers,environment,12
EB104.1,2025-10-01,FR,pers,environment,8
EB105.2,2026-03-01,FR,pers,environment,9
EB101.3,2024-04-01,GE,pers,environment,4
EB102.2,2024-10-01,GE,pers,environment,2
EB103.3,2025-03-01,GE,pers,environment,3
EB104.1,2025-10-01,GE,pers,environment,4
EB105.2,2026-03-01,GE,pers,environment,5
EB101.3,2024-04-01,HR,pers,environment,7.000000000000001
EB102.2,2024-10-01,HR,pers,environment,6
EB103.3,2025-03-01,HR,pers,environment,8
EB104.1,2025-10-01,HR,pers,environment,6
EB105.2,2026-03-01,HR,pers,environment,5
EB101.3,2024-04-01,HU,pers,environment,7.000000000000001
EB102.2,2024-10-01,HU,pers,environment,7.000000000000001
EB103.3,2025-03-01,HU,pers,environment,5
EB104.1,2025-10-01,HU,pers,environment,7.000000000000001
EB105.2,2026-03-01,HU,pers,environment,6
EB101.3,2024-04-01,IE,pers,environment,11
EB102.2,2024-10-01,IE,pers,environment,10
EB103.3,2025-03-01,IE,pers,environment,6
EB104.1,2025-10-01,IE,pers,environment,7.000000000000001
EB105.2,2026-03-01,IE,pers,environment,8
EB101.3,2024-04-01,IT,pers,environment,14.000000000000002
EB102.2,2024-10-01,IT,pers,environment,11
EB103.3,2025-03-01,IT,pers,environment,9
EB104.1,2025-10-01,IT,pers,environment,10
EB105.2,2026-03-01,IT,pers,environment,12
EB101.3,2024-04-01,LT,pers,environment,4
EB102.2,2024-10-01,LT,pers,environment,4
EB103.3,2025-03-01,LT,pers,environment,5
EB104.1,2025-10-01,LT,pers,environment,3
EB105.2,2026-03-01,LT,pers,environment,3
EB101.3,2024-04-01,LU,pers,environment,11
EB102.2,2024-10-01,LU,pers,environment,10
EB103.3,2025-03-01,LU,pers,environment,7.000000000000001
EB104.1,2025-10-01,LU,pers,environment,6
EB105.2,2026-03-01,LU,pers,environment,7.000000000000001
EB101.3,2024-04-01,LV,pers,environment,3
EB102.2,2024-10-01,LV,pers,environment,2
EB103.3,2025-03-01,LV,pers,environment,3
EB104.1,2025-10-01,LV,pers,environment,2
EB105.2,2026-03-01,LV,pers,environment,1
EB101.3,2024-04-01,MD,pers,environment,4
EB102.2,2024-10-01,MD,pers,environment,3
EB103.3,2025-03-01,MD,pers,environment,5
EB104.1,2025-10-01,MD,pers,environment,4
EB105.2,2026-03-01,MD,pers,environment,3
EB101.3,2024-04-01,ME,pers,environment,9
EB102.2,2024-10-01,ME,pers,environment,10
EB103.3,2025-03-01,ME,pers,environment,9
EB104.1,2025-10-01,ME,pers,environment,5
EB105.2,2026-03-01,ME,pers,environment,8
EB101.3,2024-04-01,MK,pers,environment,3
EB102.2,2024-10-01,MK,pers,environment,7.000000000000001
EB103.3,2025-03-01,MK,pers,environment,9
EB104.1,2025-10-01,MK,pers,environment,8
EB105.2,2026-03-01,MK,pers,environment,5
EB101.3,2024-04-01,MT,pers,environment,28.000000000000004
EB102.2,2024-10-01,MT,pers,environment,24
EB103.3,2025-03-01,MT,pers,environment,19
EB104.1,2025-10-01,MT,pers,environment,26
EB105.2,2026-03-01,MT,pers,environment,20
EB101.3,2024-04-01,NL,pers,environment,28.999999999999996
EB102.2,2024-10-01,NL,pers,environment,28.000000000000004
EB103.3,2025-03-01,NL,pers,environment,25
EB104.1,2025-10-01,NL,pers,environment,23
EB105.2,2026-03-01,NL,pers,environment,19
EB101.3,2024-04-01,PL,pers,environment,7.000000000000001
EB102.2,2024-10-01,PL,pers,environment,9
EB103.3,2025-03-01,PL,pers,environment,7.000000000000001
EB104.1,2025-10-01,PL,pers,environment,6
EB105.2,2026-03-01,PL,pers,environment,10
EB101.3,2024-04-01,PT,pers,environment,4
EB102.2,2024-10-01,PT,pers,environment,3
EB103.3,2025-03-01,PT,pers,environment,7.000000000000001
EB104.1,2025-10-01,PT,pers,environment,4
EB105.2,2026-03-01,PT,pers,environment,4
EB101.3,2024-04-01,RO,pers,environment,8
EB102.2,2024-10-01,RO,pers,environment,7.000000000000001
EB103.3,2025-03-01,RO,pers,environment,7.000000000000001
EB104.1,2025-10-01,RO,pers,environment,7.000000000000001
EB105.2,2026-03-01,RO,pers,environment,4
EB101.3,2024-04-01,RS,pers,environment,11
EB102.2,2024-10-01,RS,pers,environment,10
EB103.3,2025-03-01,RS,pers,environment,10
EB104.1,2025-10-01,RS,pers,environment,11
EB105.2,2026-03-01,RS,pers,environment,10
EB101.3,2024-04-01,SE,pers,environment,32
EB102.2,2024-10-01,SE,pers,environment,32
EB103.3,2025-03-01,SE,pers,environment,30
EB104.1,2025-10-01,SE,pers,environment,30
EB105.2,2026-03-01,SE,pers,environment,30
EB101.3,2024-04-01,SI,pers,environment,9
EB102.2,2024-10-01,SI,pers,environment,6
EB103.3,2025-03-01,SI,pers,environment,5
EB104.1,2025-10-01,SI,pers,environment,5
EB105.2,2026-03-01,SI,pers,environment,5
EB101.3,2024-04-01,SK,pers,environment,8
EB102.2,2024-10-01,SK,pers,environment,9
EB103.3,2025-03-01,SK,pers,environment,6
EB104.1,2025-10-01,SK,pers,environment,6
EB105.2,2026-03-01,SK,pers,environment,4
EB101.3,2024-04-01,TR,pers,environment,4
EB102.2,2024-10-01,TR,pers,environment,3
EB103.3,2025-03-01,TR,pers,environment,6
EB104.1,2025-10-01,TR,pers,environment,4
EB105.2,2026-03-01,TR,pers,environment,4
EB101.3,2024-04-01,UK,pers,environment,11
EB102.2,2024-10-01,UK,pers,environment,10
EB103.3,2025-03-01,UK,pers,environment,7.000000000000001
EB104.1,2025-10-01,UK,pers,environment,7.000000000000001
EB105.2,2026-03-01,UK,pers,environment,8
EB101.3,2024-04-01,XK,pers,environment,2
EB102.2,2024-10-01,XK,pers,environment,4
EB103.3,2025-03-01,XK,pers,environment,4
EB104.1,2025-10-01,XK,pers,environment,3
EB105.2,2026-03-01,XK,pers,environment,2
EB101.3,2024-04-01,AL,cntry,immigration,24
EB102.2,2024-10-01,AL,cntry,immigration,21
EB103.3,2025-03-01,AL,cntry,immigration,20
EB104.1,2025-10-01,AL,cntry,immigration,18
EB105.2,2026-03-01,AL,cntry,immigration,16
EB101.3,2024-04-01,AT,cntry,immigration,20
EB102.2,2024-10-01,AT,cntry,immigration,24
EB103.3,2025-03-01,AT,cntry,immigration,17
EB104.1,2025-10-01,AT,cntry,immigration,16
EB105.2,2026-03-01,AT,cntry,immigration,14.000000000000002
EB101.3,2024-04-01,BA,cntry,immigration,9
EB102.2,2024-10-01,BA,cntry,immigration,20
EB103.3,2025-03-01,BA,cntry,immigration,5
EB104.1,2025-10-01,BA,cntry,immigration,8
EB105.2,2026-03-01,BA,cntry,immigration,9
EB101.3,2024-04-01,BE,cntry,immigration,18
EB102.2,2024-10-01,BE,cntry,immigration,20
EB103.3,2025-03-01,BE,cntry,immigration,16
EB104.1,2025-10-01,BE,cntry,immigration,18
EB105.2,2026-03-01,BE,cntry,immigration,16
EB101.3,2024-04-01,BG,cntry,immigration,12
EB102.2,2024-10-01,BG,cntry,immigration,8
EB103.3,2025-03-01,BG,cntry,immigration,5
EB104.1,2025-10-01,BG,cntry,immigration,5
EB105.2,2026-03-01,BG,cntry,immigration,3
EB101.3,2024-04-01,CY,cntry,immigration,59
EB102.2,2024-10-01,CY,cntry,immigration,50
EB103.3,2025-03-01,CY,cntry,immigration,32
EB104.1,2025-10-01,CY,cntry,immigration,35
EB105.2,2026-03-01,CY,cntry,immigration,23
EB101.3,2024-04-01,CY(TCC),cntry,immigration,9
EB102.2,2024-10-01,CY(TCC),cntry,immigration,13
EB103.3,2025-03-01,CY_TCC,cntry,immigration,9
EB104.1,2025-10-01,CY_TCC,cntry,immigration,11
EB105.2,2026-03-01,CY_TCC,cntry,immigration,6
EB101.3,2024-04-01,CZ,cntry,immigration,14.000000000000002
EB102.2,2024-10-01,CZ,cntry,immigration,15
EB103.3,2025-03-01,CZ,cntry,immigration,11
EB104.1,2025-10-01,CZ,cntry,immigration,13
EB105.2,2026-03-01,CZ,cntry,immigration,10
EB101.3,2024-04-01,D-E,cntry,immigration,27
EB102.2,2024-10-01,D-E,cntry,immigration,37
EB101.3,2024-04-01,D-W,cntry,immigration,31
EB102.2,2024-10-01,D-W,cntry,immigration,34
EB101.3,2024-04-01,DE,cntry,immigration,30
EB102.2,2024-10-01,DE,cntry,immigration,35
EB103.3,2025-03-01,DE,cntry,immigration,23
EB104.1,2025-10-01,DE,cntry,immigration,19
EB105.2,2026-03-01,DE,cntry,immigration,14.000000000000002
EB101.3,2024-04-01,DK,cntry,immigration,7.000000000000001
EB102.2,2024-10-01,DK,cntry,immigration,12
EB103.3,2025-03-01,DK,cntry,immigration,6
EB104.1,2025-10-01,DK,cntry,immigration,10
EB105.2,2026-03-01,DK,cntry,immigration,10
EB101.3,2024-04-01,EE,cntry,immigration,8
EB102.2,2024-10-01,EE,cntry,immigration,6
EB103.3,2025-03-01,EE,cntry,immigration,5
EB104.1,2025-10-01,EE,cntry,immigration,4
EB105.2,2026-03-01,EE,cntry,immigration,4
EB101.3,2024-04-01,EL,cntry,immigration,8
EB102.2,2024-10-01,EL,cntry,immigration,14.000000000000002
EB103.3,2025-03-01,EL,cntry,immigration,10
EB104.1,2025-10-01,EL,cntry,immigration,15
EB105.2,2026-03-01,EL,cntry,immigration,11
EB101.3,2024-04-01,ES,cntry,immigration,14.000000000000002
EB102.2,2024-10-01,ES,cntry,immigration,21
EB103.3,2025-03-01,ES,cntry,immigration,16
EB104.1,2025-10-01,ES,cntry,immigration,17
EB105.2,2026-03-01,ES,cntry,immigration,11
EB101.3,2024-04-01,EU,cntry,immigration,16
EB102.2,2024-10-01,EU,cntry,immigration,20
EB103.3,2025-03-01,EU,cntry,immigration,14.000000000000002
EB104.1,2025-10-01,EU,cntry,immigration,15
EB105.2,2026-03-01,EU,cntry,immigration,11
EB101.3,2024-04-01,FI,cntry,immigration,6
EB102.2,2024-10-01,FI,cntry,immigration,8
EB103.3,2025-03-01,FI,cntry,immigration,4
EB104.1,2025-10-01,FI,cntry,immigration,9
EB105.2,2026-03-01,FI,cntry,immigration,7.000000000000001
EB101.3,2024-04-01,FR,cntry,immigration,13
EB102.2,2024-10-01,FR,cntry,immigration,17
EB103.3,2025-03-01,FR,cntry,immigration,14.000000000000002
EB104.1,2025-10-01,FR,cntry,immigration,11
EB105.2,2026-03-01,FR,cntry,immigration,10
EB101.3,2024-04-01,GE,cntry,immigration,15
EB102.2,2024-10-01,GE,cntry,immigration,18
EB103.3,2025-03-01,GE,cntry,immigration,14.000000000000002
EB104.1,2025-10-01,GE,cntry,immigration,18
EB105.2,2026-03-01,GE,cntry,immigration,16
EB101.3,2024-04-01,HR,cntry,immigration,10
EB102.2,2024-10-01,HR,cntry,immigration,8
EB103.3,2025-03-01,HR,cntry,immigration,8
EB104.1,2025-10-01,HR,cntry,immigration,10
EB105.2,2026-03-01,HR,cntry,immigration,6
EB101.3,2024-04-01,HU,cntry,immigration,10
EB102.2,2024-10-01,HU,cntry,immigration,9
EB103.3,2025-03-01,HU,cntry,immigration,5
EB104.1,2025-10-01,HU,cntry,immigration,6
EB105.2,2026-03-01,HU,cntry,immigration,6
EB101.3,2024-04-01,IE,cntry,immigration,20
EB102.2,2024-10-01,IE,cntry,immigration,22
EB103.3,2025-03-01,IE,cntry,immigration,18
EB104.1,2025-10-01,IE,cntry,immigration,26
EB105.2,2026-03-01,IE,cntry,immigration,14.000000000000002
EB101.3,2024-04-01,IT,cntry,immigration,12
EB102.2,2024-10-01,IT,cntry,immigration,15
EB103.3,2025-03-01,IT,cntry,immigration,12
EB104.1,2025-10-01,IT,cntry,immigration,16
EB105.2,2026-03-01,IT,cntry,immigration,13
EB101.3,2024-04-01,LT,cntry,immigration,6
EB102.2,2024-10-01,LT,cntry,immigration,10
EB103.3,2025-03-01,LT,cntry,immigration,4
EB104.1,2025-10-01,LT,cntry,immigration,7.000000000000001
EB105.2,2026-03-01,LT,cntry,immigration,7.000000000000001
EB101.3,2024-04-01,LU,cntry,immigration,11
EB102.2,2024-10-01,LU,cntry,immigration,14.000000000000002
EB103.3,2025-03-01,LU,cntry,immigration,9
EB104.1,2025-10-01,LU,cntry,immigration,12
EB105.2,2026-03-01,LU,cntry,immigration,8
EB101.3,2024-04-01,LV,cntry,immigration,4
EB102.2,2024-10-01,LV,cntry,immigration,5
EB103.3,2025-03-01,LV,cntry,immigration,5
EB104.1,2025-10-01,LV,cntry,immigration,7.000000000000001
EB105.2,2026-03-01,LV,cntry,immigration,8
EB101.3,2024-04-01,MD,cntry,immigration,17
EB102.2,2024-10-01,MD,cntry,immigration,18
EB103.3,2025-03-01,MD,cntry,immigration,14.000000000000002
EB104.1,2025-10-01,MD,cntry,immigration,15
EB105.2,2026-03-01,MD,cntry,immigration,14.000000000000002
EB101.3,2024-04-01,ME,cntry,immigration,9
EB102.2,2024-10-01,ME,cntry,immigration,10
EB103.3,2025-03-01,ME,cntry,immigration,13
EB104.1,2025-10-01,ME,cntry,immigration,5
EB105.2,2026-03-01,ME,cntry,immigration,14.000000000000002
EB101.3,2024-04-01,MK,cntry,immigration,19
EB102.2,2024-10-01,MK,cntry,immigration,25
EB103.3,2025-03-01,MK,cntry,immigration,20
EB104.1,2025-10-01,MK,cntry,immigration,22
EB105.2,2026-03-01,MK,cntry,immigration,20
EB101.3,2024-04-01,MT,cntry,immigration,28.999999999999996
EB102.2,2024-10-01,MT,cntry,immigration,31
EB103.3,2025-03-01,MT,cntry,immigration,20
EB104.1,2025-10-01,MT,cntry,immigration,30
EB105.2,2026-03-01,MT,cntry,immigration,28.999999999999996
EB101.3,2024-04-01,NL,cntry,immigration,34
EB102.2,2024-10-01,NL,cntry,immigration,37
EB103.3,2025-03-01,NL,cntry,immigration,18
EB104.1,2025-10-01,NL,cntry,immigration,28.999999999999996
EB105.2,2026-03-01,NL,cntry,immigration,20
EB101.3,2024-04-01,PL,cntry,immigration,9
EB102.2,2024-10-01,PL,cntry,immigration,14.000000000000002
EB103.3,2025-03-01,PL,cntry,immigration,11
EB104.1,2025-10-01,PL,cntry,immigration,11
EB105.2,2026-03-01,PL,cntry,immigration,5
EB101.3,2024-04-01,PT,cntry,immigration,6
EB102.2,2024-10-01,PT,cntry,immigration,10
EB103.3,2025-03-01,PT,cntry,immigration,10
EB104.1,2025-10-01,PT,cntry,immigration,18
EB105.2,2026-03-01,PT,cntry,immigration,11
EB101.3,2024-04-01,RO,cntry,immigration,5
EB102.2,2024-10-01,RO,cntry,immigration,5
EB103.3,2025-03-01,RO,cntry,immigration,5
EB104.1,2025-10-01,RO,cntry,immigration,3
EB105.2,2026-03-01,RO,cntry,immigration,2
EB101.3,2024-04-01,RS,cntry,immigration,8
EB102.2,2024-10-01,RS,cntry,immigration,10
EB103.3,2025-03-01,RS,cntry,immigration,4
EB104.1,2025-10-01,RS,cntry,immigration,6
EB105.2,2026-03-01,RS,cntry,immigration,7.000000000000001
EB101.3,2024-04-01,SE,cntry,immigration,8
EB102.2,2024-10-01,SE,cntry,immigration,9
EB103.3,2025-03-01,SE,cntry,immigration,7.000000000000001
EB104.1,2025-10-01,SE,cntry,immigration,9
EB105.2,2026-03-01,SE,cntry,immigration,7.000000000000001
EB101.3,2024-04-01,SI,cntry,immigration,27
EB102.2,2024-10-01,SI,cntry,immigration,16
EB103.3,2025-03-01,SI,cntry,immigration,11
EB104.1,2025-10-01,SI,cntry,immigration,10
EB105.2,2026-03-01,SI,cntry,immigration,11
EB101.3,2024-04-01,SK,cntry,immigration,6
EB102.2,2024-10-01,SK,cntry,immigration,7.000000000000001
EB103.3,2025-03-01,SK,cntry,immigration,4
EB104.1,2025-10-01,SK,cntry,immigration,5
EB105.2,2026-03-01,SK,cntry,immigration,5
EB101.3,2024-04-01,TR,cntry,immigration,22
EB102.2,2024-10-01,TR,cntry,immigration,23
EB103.3,2025-03-01,TR,cntry,immigration,6
EB104.1,2025-10-01,TR,cntry,immigration,10
