wave,date,country_code,context,issue,pct
EB105.2,2026-03-01,TR,cntry,immigration,5
EB101.3,2024-04-01,UK,cntry,immigration,19
EB102.2,2024-10-01,UK,cntry,immigration,25
EB103.3,2025-03-01,UK,cntry,immigration,20
EB104.1,2025-10-01,UK,cntry,immigration,30
EB105.2,2026-03-01,UK,cntry,immigration,24
EB101.3,2024-04-01,XK,cntry,immigration,13
EB102.2,2024-10-01,XK,cntry,immigration,13
EB103.3,2025-03-01,XK,cntry,immigration,14.000000000000002
EB104.1,2025-10-01,XK,cntry,immigration,9
EB105.2,2026-03-01,XK,cntry,immigration,5
EB101.3,2024-04-01,AL,eu,immigration,18
EB102.2,2024-10-01,AL,eu,immigration,20
EB103.3,2025-03-01,AL,eu,immigration,10
EB104.1,2025-10-01,AL,eu,immigration,15
EB105.2,2026-03-01,AL,eu,immigration,8
EB101.3,2024-04-01,AT,eu,immigration,22
EB102.2,2024-10-01,AT,eu,immigration,28.999999999999996
EB103.3,2025-03-01,AT,eu,immigration,20
EB104.1,2025-10-01,AT,eu,immigration,23
EB105.2,2026-03-01,AT,eu,immigration,13
EB101.3,2024-04-01,BA,eu,immigration,9
EB102.2,2024-10-01,BA,eu,immigration,9
EB103.3,2025-03-01,BA,eu,immigration,11
EB104.1,2025-10-01,BA,eu,immigration,11
EB105.2,2026-03-01,BA,eu,immigration,10
EB101.3,2024-04-01,BE,eu,immigration,26
EB102.2,2024-10-01,BE,eu,immigration,32
EB103.3,2025-03-01,BE,eu,immigration,19
EB104.1,2025-10-01,BE,eu,immigration,22
EB105.2,2026-03-01,BE,eu,immigration,18
EB101.3,2024-04-01,BG,eu,immigration,32
EB102.2,2024-10-01,BG,eu,immigration,32
EB103.3,2025-03-01,BG,eu,immigration,26
EB104.1,2025-10-01,BG,eu,immigration,22
EB105.2,2026-03-01,BG,eu,immigration,19
EB101.3,2024-04-01,CY,eu,immigration,52
EB102.2,2024-10-01,CY,eu,immigration,50
EB103.3,2025-03-01,CY,eu,immigration,42
EB104.1,2025-10-01,CY,eu,immigration,45
EB105.2,2026-03-01,CY,eu,immigration,26
EB101.3,2024-04-01,CY(TCC),eu,immigration,14.000000000000002
EB102.2,2024-10-01,CY(TCC),eu,immigration,28.000000000000004
EB103.3,2025-03-01,CY_TCC,eu,immigration,16
EB104.1,2025-10-01,CY_TCC,eu,immigration,28.000000000000004
EB105.2,2026-03-01,CY_TCC,eu,immigration,10
EB101.3,2024-04-01,CZ,eu,immigration,33
EB102.2,2024-10-01,CZ,eu,immigration,28.999999999999996
EB103.3,2025-03-01,CZ,eu,immigration,20
EB104.1,2025-10-01,CZ,eu,immigration,23
EB105.2,2026-03-01,CZ,eu,immigration,15
EB101.3,2024-04-01,D-E,eu,immigration,35
EB102.2,2024-10-01,D-E,eu,immigration,41
EB101.3,2024-04-01,D-W,eu,immigration,37
EB102.2,2024-10-01,D-W,eu,immigration,36
EB101.3,2024-04-01,DE,eu,immigration,36
EB102.2,2024-10-01,DE,eu,immigration,37
EB103.3,2025-03-01,DE,eu,immigration,27
EB104.1,2025-10-01,DE,eu,immigration,22
EB105.2,2026-03-01,DE,eu,immigration,14.000000000000002
EB101.3,2024-04-01,DK,eu,immigration,19
EB102.2,2024-10-01,DK,eu,immigration,23
EB103.3,2025-03-01,DK,eu,immigration,7.000000000000001
EB104.1,2025-10-01,DK,eu,immigration,13
EB105.2,2026-03-01,DK,eu,immigration,11
EB101.3,2024-04-01,EE,eu,immigration,15
EB102.2,2024-10-01,EE,eu,immigration,18
EB103.3,2025-03-01,EE,eu,immigration,10
EB104.1,2025-10-01,EE,eu,immigration,13
EB105.2,2026-03-01,EE,eu,immigration,10
EB101.3,2024-04-01,EL,eu,immigration,22
EB102.2,2024-10-01,EL,eu,immigration,30
EB103.3,2025-03-01,EL,eu,immigration,22
EB104.1,2025-10-01,EL,eu,immigration,26
EB105.2,2026-03-01,EL,eu,immigration,16
EB101.3,2024-04-01,ES,eu,immigration,21
EB102.2,2024-10-01,ES,eu,immigration,34
EB103.3,2025-03-01,ES,eu,immigration,15
EB104.1,2025-10-01,ES,eu,immigration,21
EB105.2,2026-03-01,ES,eu,immigration,16
EB101.3,2024-04-01,EU,eu,immigration,24
EB102.2,2024-10-01,EU,eu,immigration,28.000000000000004
EB103.3,2025-03-01,EU,eu,immigration,18
EB104.1,2025-10-01,EU,eu,immigration,20
EB105.2,2026-03-01,EU,eu,immigration,14.000000000000002
EB101.3,2024-04-01,FI,eu,immigration,13
EB102.2,2024-10-01,FI,eu,immigration,17
EB103.3,2025-03-01,FI,eu,immigration,11
EB104.1,2025-10-01,FI,eu,immigration,13
EB105.2,2026-03-01,FI,eu,immigration,13
EB101.3,2024-04-01,FR,eu,immigration,19
EB102.2,2024-10-01,FR,eu,immigration,26
EB103.3,2025-03-01,FR,eu,immigration,15
EB104.1,2025-10-01,FR,eu,immigration,15
EB105.2,2026-03-01,FR,eu,immigration,12
EB101.3,2024-04-01,GE,eu,immigration,14.000000000000002
EB102.2,2024-10-01,GE,eu,immigration,15
EB103.3,2025-03-01,GE,eu,immigration,15
EB104.1,2025-10-01,GE,eu,immigration,18
EB105.2,2026-03-01,GE,eu,immigration,14.000000000000002
EB101.3,2024-04-01,HR,eu,immigration,23
EB102.2,2024-10-01,HR,eu,immigration,19
EB103.3,2025-03-01,HR,eu,immigration,12
EB104.1,2025-10-01,HR,eu,immigration,16
EB105.2,2026-03-01,HR,eu,immigration,13
EB101.3,2024-04-01,HU,eu,immigration,24
EB102.2,2024-10-01,HU,eu,immigration,26
EB103.3,2025-03-01,HU,eu,immigration,23
EB104.1,2025-10-01,HU,eu,immigration,22
EB105.2,2026-03-01,HU,eu,immigration,19
EB101.3,2024-04-01,IE,eu,immigration,35
EB102.2,2024-10-01,IE,eu,immigration,33
EB103.3,2025-03-01,IE,eu,immigration,26
EB104.1,2025-10-01,IE,eu,immigration,35
EB105.2,2026-03-01,IE,eu,immigration,18
EB101.3,2024-04-01,IT,eu,immigration,16
EB102.2,2024-10-01,IT,eu,immigration,17
EB103.3,2025-03-01,IT,eu,immigration,15
EB104.1,2025-10-01,IT,eu,immigration,16
EB105.2,2026-03-01,IT,eu,immigration,13
EB101.3,2024-04-01,LT,eu,immigration,17
EB102.2,2024-10-01,LT,eu,immigration,21
EB103.3,2025-03-01,LT,eu,immigration,14.000000000000002
EB104.1,2025-10-01,LT,eu,immigration,21
EB105.2,2026-03-01,LT,eu,immigration,14.000000000000002
EB101.3,2024-04-01,LU,eu,immigration,24
EB102.2,2024-10-01,LU,eu,immigration,24
EB103.3,2025-03-01,LU,eu,immigration,14.000000000000002
EB104.1,2025-10-01,LU,eu,immigration,24
EB105.2,2026-03-01,LU,eu,immigration,17
EB101.3,2024-04-01,LV,eu,immigration,22
EB102.2,2024-10-01,LV,eu,immigration,26
EB103.3,2025-03-01,LV,eu,immigration,18
EB104.1,2025-10-01,LV,eu,immigration,27
EB105.2,2026-03-01,LV,eu,immigration,24
EB101.3,2024-04-01,MD,eu,immigration,15
EB102.2,2024-10-01,MD,eu,immigration,19
EB103.3,2025-03-01,MD,eu,immigration,19
EB104.1,2025-10-01,MD,eu,immigration,22
EB105.2,2026-03-01,MD,eu,immigration,15
EB101.3,2024-04-01,ME,eu,immigration,9
EB102.2,2024-10-01,ME,eu,immigration,10
EB103.3,2025-03-01,ME,eu,immigration,8
EB104.1,2025-10-01,ME,eu,immigration,16
EB105.2,2026-03-01,ME,eu,immigration,11
EB101.3,2024-04-01,MK,eu,immigration,12
EB102.2,2024-10-01,MK,eu,immigration,15
EB103.3,2025-03-01,MK,eu,immigration,11
EB104.1,2025-10-01,MK,eu,immigration,16
EB105.2,2026-03-01,MK,eu,immigration,12
EB101.3,2024-04-01,MT,eu,immigration,31
EB102.2,2024-10-01,MT,eu,immigration,24
EB103.3,2025-03-01,MT,eu,immigration,16
EB104.1,2025-10-01,MT,eu,immigration,25
EB105.2,2026-03-01,MT,eu,immigration,20
EB101.3,2024-04-01,NL,eu,immigration,40
EB102.2,2024-10-01,NL,eu,immigration,45
EB103.3,2025-03-01,NL,eu,immigration,17
EB104.1,2025-10-01,NL,eu,immigration,28.000000000000004
EB105.2,2026-03-01,NL,eu,immigration,18
EB101.3,2024-04-01,PL,eu,immigration,23
EB102.2,2024-10-01,PL,eu,immigration,25
EB103.3,2025-03-01,PL,eu,immigration,19
EB104.1,2025-10-01,PL,eu,immigration,24
EB105.2,2026-03-01,PL,eu,immigration,14.000000000000002
EB101.3,2024-04-01,PT,eu,immigration,17
EB102.2,2024-10-01,PT,eu,immigration,19
EB103.3,2025-03-01,PT,eu,immigration,18
EB104.1,2025-10-01,PT,eu,immigration,24
EB105.2,2026-03-01,PT,eu,immigration,13
EB101.3,2024-04-01,RO,eu,immigration,11
EB102.2,2024-10-01,RO,eu,immigration,15
EB103.3,2025-03-01,RO,eu,immigration,8
EB104.1,2025-10-01,RO,eu,immigration,11
EB105.2,2026-03-01,RO,eu,immigration,9
EB101.3,2024-04-01,RS,eu,immigration,12
EB102.2,2024-10-01,RS,eu,immigration,17
EB103.3,2025-03-01,RS,eu,immigration,12
EB104.1,2025-10-01,RS,eu,immigration,16
EB105.2,2026-03-01,RS,eu,immigration,11
EB101.3,2024-04-01,SE,eu,immigration,11
EB102.2,2024-10-01,SE,eu,immigration,14.000000000000002
EB103.3,2025-03-01,SE,eu,immigration,5
EB104.1,2025-10-01,SE,eu,immigration,7.000000000000001
EB105.2,2026-03-01,SE,eu,immigration,5
EB101.3,2024-04-01,SI,eu,immigration,33
EB102.2,2024-10-01,SI,eu,immigration,32
EB103.3,2025-03-01,SI,eu,immigration,16
EB104.1,2025-10-01,SI,eu,immigration,19
EB105.2,2026-03-01,SI,eu,immigration,18
EB101.3,2024-04-01,SK,eu,immigration,13
EB102.2,2024-10-01,SK,eu,immigration,15
EB103.3,2025-03-01,SK,eu,immigration,13
EB104.1,2025-10-01,SK,eu,immigration,16
EB105.2,2026-03-01,SK,eu,immigration,13
EB101.3,2024-04-01,TR,eu,immigration,27
EB102.2,2024-10-01,TR,eu,immigration,21
EB103.3,2025-03-01,TR,eu,immigration,12
EB104.1,2025-10-01,TR,eu,immigration,4
EB105.2,2026-03-01,TR,eu,immigration,8
EB101.3,2024-04-01,UK,eu,immigration,21
EB102.2,2024-10-01,UK,eu,immigration,30
EB103.3,2025-03-01,UK,eu,immigration,22
EB104.1,2025-10-01,UK,eu,immigration,25
EB105.2,2026-03-01,UK,eu,immigration,19
EB101.3,2024-04-01,XK,eu,immigration,11
EB102.2,2024-10-01,XK,eu,immigration,9
EB103.3,2025-03-01,XK,eu,immigration,8
EB104.1,2025-10-01,XK,eu,immigration,4
EB105.2,2026-03-01,XK,eu,immigration,6
EB101.3,2024-04-01,AL,pers,immigration,10
EB102.2,2024-10-01,AL,pers,immigration,12
EB103.3,2025-03-01,AL,pers,immigration,12
EB104.1,2025-10-01,AL,pers,immigration,6
EB105.2,2026-03-01,AL,pers,immigration,10
EB101.3,2024-04-01,AT,pers,immigration,5
EB102.2,2024-10-01,AT,pers,immigration,5
EB103.3,2025-03-01,AT,pers,immigration,6
EB104.1,2025-10-01,AT,pers,immigration,3
EB105.2,2026-03-01,AT,pers,immigration,4
EB101.3,2024-04-01,BA,pers,immigration,1
EB102.2,2024-10-01,BA,pers,immigration,2
EB103.3,2025-03-01,BA,pers,immigration,2
EB104.1,2025-10-01,BA,pers,immigration,3
EB105.2,2026-03-01,BA,pers,immigration,5
EB101.3,2024-04-01,BE,pers,immigration,6
EB102.2,2024-10-01,BE,pers,immigration,8
EB103.3,2025-03-01,BE,pers,immigration,7.000000000000001
EB104.1,2025-10-01,BE,pers,immigration,8
EB105.2,2026-03-01,BE,pers,immigration,8
EB101.3,2024-04-01,BG,pers,immigration,4
EB102.2,2024-10-01,BG,pers,immigration,3
EB103.3,2025-03-01,BG,pers,immigration,2
EB104.1,2025-10-01,BG,pers,immigration,2
EB105.2,2026-03-01,BG,pers,immigration,2
EB101.3,2024-04-01,CY,pers,immigration,25
EB102.2,2024-10-01,CY,pers,immigration,15
EB103.3,2025-03-01,CY,pers,immigration,11
EB104.1,2025-10-01,CY,pers,immigration,13
EB105.2,2026-03-01,CY,pers,immigration,13
EB101.3,2024-04-01,CY(TCC),pers,immigration,6
EB102.2,2024-10-01,CY(TCC),pers,immigration,5
EB103.3,2025-03-01,CY_TCC,pers,immigration,8
EB104.1,2025-10-01,CY_TCC,pers,immigration,8
EB105.2,2026-03-01,CY_TCC,pers,immigration,5
EB101.3,2024-04-01,CZ,pers,immigration,4
EB102.2,2024-10-01,CZ,pers,immigration,6
EB103.3,2025-03-01,CZ,pers,immigration,3
EB104.1,2025-10-01,CZ,pers,immigration,5
EB105.2,2026-03-01,CZ,pers,immigration,2
EB101.3,2024-04-01,D-E,pers,immigration,7.000000000000001
EB102.2,2024-10-01,D-E,pers,immigration,8
EB101.3,2024-04-01,D-W,pers,immigration,9
EB102.2,2024-10-01,D-W,pers,immigration,10
EB101.3,2024-04-01,DE,pers,immigration,8
EB102.2,2024-10-01,DE,pers,immigration,9
EB103.3,2025-03-01,DE,pers,immigration,7.000000000000001
EB104.1,2025-10-01,DE,pers,immigration,6
EB105.2,2026-03-01,DE,pers,immigration,6
EB101.3,2024-04-01,DK,pers,immigration,2
EB102.2,2024-10-01,DK,pers,immigration,4
EB103.3,2025-03-01,DK,pers,immigration,2
EB104.1,2025-10-01,DK,pers,immigration,3
EB105.2,2026-03-01,DK,pers,immigration,5
EB101.3,2024-04-01,EE,pers,immigration,3
EB102.2,2024-10-01,EE,pers,immigration,3
EB103.3,2025-03-01,EE,pers,immigration,2
EB104.1,2025-10-01,EE,pers,immigration,3
EB105.2,2026-03-01,EE,pers,immigration,3
EB101.3,2024-04-01,EL,pers,immigration,2
EB102.2,2024-10-01,EL,pers,immigration,2
EB103.3,2025-03-01,EL,pers,immigration,4
EB104.1,2025-10-01,EL,pers,immigration,3
EB105.2,2026-03-01,EL,pers,immigration,3
EB101.3,2024-04-01,ES,pers,immigration,6
EB102.2,2024-10-01,ES,pers,immigration,7.000000000000001
EB103.3,2025-03-01,ES,pers,immigration,5
EB104.1,2025-10-01,ES,pers,immigration,6
EB105.2,2026-03-01,ES,pers,immigration,4
EB101.3,2024-04-01,EU,pers,immigration,6
EB102.2,2024-10-01,EU,pers,immigration,6
EB103.3,2025-03-01,EU,pers,immigration,5
EB104.1,2025-10-01,EU,pers,immigration,6
EB105.2,2026-03-01,EU,pers,immigration,5
EB101.3,2024-04-01,FI,pers,immigration,2
EB102.2,2024-10-01,FI,pers,immigration,3
EB103.3,2025-03-01,FI,pers,immigration,2
EB104.1,2025-10-01,FI,pers,immigration,2
EB105.2,2026-03-01,FI,pers,immigration,3
EB101.3,2024-04-01,FR,pers,immigration,4
EB102.2,2024-10-01,FR,pers,immigration,4
EB103.3,2025-03-01,FR,pers,immigration,5
EB104.1,2025-10-01,FR,pers,immigration,4
EB105.2,2026-03-01,FR,pers,immigration,3
EB101.3,2024-04-01,GE,pers,immigration,4
EB102.2,2024-10-01,GE,pers,immigration,5
EB103.3,2025-03-01,GE,pers,immigration,4
EB104.1,2025-10-01,GE,pers,immigration,5
EB105.2,2026-03-01,GE,pers,immigration,4
EB101.3,2024-04-01,HR,pers,immigration,1
EB102.2,2024-10-01,HR,pers,immigration,2
EB103.3,2025-03-01,HR,pers,immigration,3
EB104.1,2025-10-01,HR,pers,immigration,3
EB105.2,2026-03-01,HR,pers,immigration,3
EB101.3,2024-04-01,HU,pers,immigration,4
EB102.2,2024-10-01,HU,pers,immigration,5
EB103.3,2025-03-01,HU,pers,immigration,3
EB104.1,2025-10-01,HU,pers,immigration,4
EB105.2,2026-03-01,HU,pers,immigration,4
EB101.3,2024-04-01,IE,pers,immigration,5
EB102.2,2024-10-01,IE,pers,immigration,7.000000000000001
EB103.3,2025-03-01,IE,pers,immigration,6
EB104.1,2025-10-01,IE,pers,immigration,8
EB105.2,2026-03-01,IE,pers,immigration,4
EB101.3,2024-04-01,IT,pers,immigration,8
EB102.2,2024-10-01,IT,pers,immigration,8
EB103.3,2025-03-01,IT,pers,immigration,7.000000000000001
EB104.1,2025-10-01,IT,pers,immigration,11
EB105.2,2026-03-01,IT,pers,immigration,8
EB101.3,2024-04-01,LT,pers,immigration,1
EB102.2,2024-10-01,LT,pers,immigration,3
EB103.3,2025-03-01,LT,pers,immigration,1
EB104.1,2025-10-01,LT,pers,immigration,3
EB105.2,2026-03-01,LT,pers,immigration,3
EB101.3,2024-04-01,LU,pers,immigration,5
EB102.2,2024-10-01,LU,pers,immigration,8
EB103.3,2025-03-01,LU,pers,immigration,5
EB104.1,2025-10-01,LU,pers,immigration,6
EB105.2,2026-03-01,LU,pers,immigration,5
EB102.2,2024-10-01,LV,pers,immigration,1
EB103.3,2025-03-01,LV,pers,immigration,1
EB104.1,2025-10-01,LV,pers,immigration,2
EB105.2,2026-03-01,LV,pers,immigration,2
EB101.3,2024-04-01,MD,pers,immigration,4
EB102.2,2024-10-01,MD,pers,immigration,5
EB103.3,2025-03-01,MD,pers,immigration,6
EB104.1,2025-10-01,MD,pers,immigration,5
EB105.2,2026-03-01,MD,pers,immigration,4
EB101.3,2024-04-01,ME,pers,immigration,8
EB102.2,2024-10-01,ME,pers,immigration,7.000000000000001
EB103.3,2025-03-01,ME,pers,immigration,8
EB104.1,2025-10-01,ME,pers,immigration,6
EB105.2,2026-03-01,ME,pers,immigration,9
EB101.3,2024-04-01,MK,pers,immigration,8
EB102.2,2024-10-01,MK,pers,immigration,10
EB103.3,2025-03-01,MK,pers,immigration,7.000000000000001
EB104.1,2025-10-01,MK,pers,immigration,10
EB105.2,2026-03-01,MK,pers,immigration,11
EB101.3,2024-04-01,MT,pers,immigration,13
EB102.2,2024-10-01,MT,pers,immigration,14.000000000000002
EB103.3,2025-03-01,MT,pers,immigration,11
EB104.1,2025-10-01,MT,pers,immigration,14.000000000000002
EB105.2,2026-03-01,MT,pers,immigration,11
EB101.3,2024-04-01,NL,pers,immigration,8
EB102.2,2024-10-01,NL,pers,immigration,7.000000000000001
EB103.3,2025-03-01,NL,pers,immigration,4
EB104.1,2025-10-01,NL,pers,immigration,6
EB105.2,2026-03-01,NL,pers,immigration,8
EB101.3,2024-04-01,PL,pers,immigration,4
EB102.2,2024-10-01,PL,pers,immigration,5
EB103.3,2025-03-01,PL,pers,immigration,4
EB104.1,2025-10-01,PL,pers,immigration,6
EB105.2,2026-03-01,PL,pers,immigration,4
EB101.3,2024-04-01,PT,pers,immigration,2
EB102.2,2024-10-01,PT,pers,immigration,2
EB103.3,2025-03-01,PT,pers,immigration,4
EB104.1,2025-10-01,PT,pers,immigration,3
EB105.2,2026-03-01,PT,pers,immigration,2
EB101.3,2024-04-01,RO,pers,immigration,3
EB102.2,2024-10-01,RO,pers,immigration,3
EB103.3,2025-03-01,RO,pers,immigration,3
EB104.1,2025-10-01,RO,pers,immigration,4
EB105.2,2026-03-01,RO,pers,immigration,4
EB101.3,2024-04-01,RS,pers,immigration,5
EB102.2,2024-10-01,RS,pers,immigration,3
EB103.3,2025-03-01,RS,pers,immigration,2
EB104.1,2025-10-01,RS,pers,immigration,5
EB105.2,2026-03-01,RS,pers,immigration,5
EB101.3,2024-04-01,SE,pers,immigration,4
EB102.2,2024-10-01,SE,pers,immigration,3
EB103.3,2025-03-01,SE,pers,immigration,3
EB104.1,2025-10-01,SE,pers,immigration,4
EB105.2,2026-03-01,SE,pers,immigration,4
EB101.3,2024-04-01,SI,pers,immigration,3
EB102.2,2024-10-01,SI,pers,immigration,4
EB103.3,2025-03-01,SI,pers,immigration,3
EB104.1,2025-10-01,SI,pers,immigration,3
EB105.2,2026-03-01,SI,pers,immigration,3
EB101.3,2024-04-01,SK,pers,immigration,2
EB102.2,2024-10-01,SK,pers,immigration,2
EB103.3,2025-03-01,SK,pers,immigration,2
EB104.1,2025-10-01,SK,pers,immigration,3
EB105.2,2026-03-01,SK,pers,immigration,3
EB101.3,2024-04-01,TR,pers,immigration,8
EB102.2,2024-10-01,TR,pers,immigration,8
EB103.3,2025-03-01,TR,pers,immigration,5
EB104.1,2025-10-01,TR,pers,immigration,6
EB105.2,2026-03-01,TR,pers,immigration,4
EB101.3,2024-04-01,UK,pers,immigration,5
EB102.2,2024-10-01,UK,pers,immigration,5
EB103.3,2025-03-01,UK,pers,immigration,7.000000000000001
EB104.1,2025-10-01,UK,pers,immigration,9
EB105.2,2026-03-01,UK,pers,immigration,8
EB101.3,2024-04-01,XK,pers,immigration,8
EB102.2,2024-10-01,XK,pers,immigration,7.000000000000001
EB103.3,2025-03-01,XK,pers,immigration,6
EB104.1,2025-10-01,XK,pers,immigration,7.000000000000001
EB105.2,2026-03-01,XK,pers,immigration,3
